record_id,waveform_file,station_code,origin_time,record_time,mag,split
train_001158,record_001158.npz,AOMH14,2008/4/29 14:26,2008/4/29 14:26,5.7,train
train_001159,record_001159.npz,AOMH14,2008/5/10 9:01,2008/5/10 9:01,4.8,train
train_001160,record_001160.npz,AOMH14,2008/6/14 8:43,2008/6/14 8:44,7.2,train
train_001161,record_001161.npz,AOMH14,2008/6/14 9:20,2008/6/14 9:20,5.7,train
train_001162,record_001162.npz,AOMH14,2008/6/14 10:00,2008/6/14 10:01,4.5,train
train_001163,record_001163.npz,AOMH14,2008/6/14 12:27,2008/6/14 12:28,5.2,train
train_001164,record_001164.npz,AOMH14,2008/6/14 23:42,2008/6/14 23:43,4.8,train
train_001165,record_001165.npz,AOMH14,2008/6/16 23:14,2008/6/16 23:15,5.3,train
train_001166,record_001166.npz,AOMH14,2008/6/18 16:55,2008/6/18 16:55,4.5,train
train_001167,record_001167.npz,AOMH14,2008/7/24 0:26,2008/7/24 0:26,6.8,train
train_001168,record_001168.npz,AOMH14,2008/9/22 16:32,2008/9/22 16:32,5.6,train
train_001169,record_001169.npz,AOMH14,2009/2/15 18:24,2009/2/15 18:24,5.9,train
train_001170,record_001170.npz,AOMH14,2009/8/24 14:26,2009/8/24 14:26,5.4,train
train_001171,record_001171.npz,AOMH14,2009/10/18 23:13,2009/10/18 23:13,4.2,train
train_001172,record_001172.npz,AOMH14,2010/1/24 16:19,2010/1/24 16:19,4.5,train
train_001173,record_001173.npz,AOMH14,2010/2/4 21:24,2010/2/4 21:24,4.6,train
train_001174,record_001174.npz,AOMH14,2010/3/1 7:08,2010/3/1 7:08,4.9,train
train_001175,record_001175.npz,AOMH14,2010/6/28 6:03,2010/6/28 6:03,5.1,train
train_001176,record_001176.npz,AOMH14,2010/7/4 4:33,2010/7/4 4:33,5.2,train
train_001177,record_001177.npz,AOMH14,2010/8/31 11:30,2010/8/31 11:30,4.9,train
train_001178,record_001178.npz,AOMH14,2010/9/13 14:48,2010/9/13 14:48,5.8,train
train_001179,record_001179.npz,AOMH14,2010/10/11 23:10,2010/10/11 23:10,4.2,train
train_001180,record_001180.npz,AOMH14,2011/3/12 4:47,2011/3/12 4:47,6.4,train
train_001181,record_001181.npz,AOMH15,2008/1/11 8:00,2008/1/11 8:01,4.7,train
train_001182,record_001182.npz,AOMH15,2008/4/29 14:26,2008/4/29 14:26,5.7,train
train_001183,record_001183.npz,AOMH15,2008/5/31 23:28,2008/5/31 23:29,5,train
train_001184,record_001184.npz,AOMH15,2008/6/14 8:43,2008/6/14 8:44,7.2,train
train_001185,record_001185.npz,AOMH15,2008/6/14 8:46,2008/6/14 8:48,4.5,train
train_001186,record_001186.npz,AOMH15,2008/6/14 8:56,2008/6/14 8:57,4.4,train
train_001187,record_001187.npz,AOMH15,2008/6/14 9:07,2008/6/14 9:07,4.8,train
train_001188,record_001188.npz,AOMH15,2008/6/14 9:20,2008/6/14 9:20,5.7,train
train_001189,record_001189.npz,AOMH15,2008/6/14 10:40,2008/6/14 10:40,4.8,train
train_001190,record_001190.npz,AOMH15,2008/6/14 12:27,2008/6/14 12:28,5.2,train
train_001191,record_001191.npz,AOMH15,2008/6/14 23:42,2008/6/14 23:43,4.8,train
train_001192,record_001192.npz,AOMH15,2008/6/16 23:14,2008/6/16 23:15,5.3,train
train_001193,record_001193.npz,AOMH15,2008/6/18 16:55,2008/6/18 16:55,4.5,train
train_001194,record_001194.npz,AOMH15,2008/7/23 12:54,2008/7/23 12:55,4.2,train
train_001195,record_001195.npz,AOMH15,2008/7/24 0:26,2008/7/24 0:26,6.8,train
train_001196,record_001196.npz,AOMH16,2001/4/3 4:54,2001/4/3 4:54,5.4,train
train_001197,record_001197.npz,AOMH16,2001/8/14 5:11,2001/8/14 5:11,6.2,train
train_001198,record_001198.npz,AOMH16,2001/8/24 18:48,2001/8/24 18:48,5.2,train
train_001199,record_001199.npz,AOMH16,2001/12/2 22:02,2001/12/2 22:02,6.4,train
train_001200,record_001200.npz,AOMH16,2002/1/27 16:09,2002/1/27 16:09,5.3,train
train_001201,record_001201.npz,AOMH16,2002/2/14 10:12,2002/2/14 10:12,5,train
train_001202,record_001202.npz,AOMH16,2002/3/2 20:39,2002/3/2 20:38,4.8,train
train_001203,record_001203.npz,AOMH16,2002/3/7 4:19,2002/3/7 4:19,4.7,train
train_001204,record_001204.npz,AOMH16,2002/4/4 8:42,2002/4/4 8:42,5.3,train
train_001205,record_001205.npz,AOMH16,2002/4/11 21:04,2002/4/11 21:04,4.7,train
train_001206,record_001206.npz,AOMH16,2002/4/21 6:30,2002/4/21 6:31,4.7,train
train_001207,record_001207.npz,AOMH16,2002/5/12 10:29,2002/5/12 10:30,5.1,train
train_001208,record_001208.npz,AOMH16,2002/5/30 14:08,2002/5/30 14:08,4.6,train
train_001209,record_001209.npz,AOMH16,2002/6/21 23:15,2002/6/21 23:15,4.8,train
train_001210,record_001210.npz,AOMH16,2002/7/1 15:48,2002/7/1 15:48,4.3,train
train_001211,record_001211.npz,AOMH16,2002/7/12 22:35,2002/7/12 22:35,4.4,train
train_001212,record_001212.npz,AOMH16,2002/7/30 1:19,2002/7/30 1:19,4.1,train
train_001213,record_001213.npz,AOMH16,2002/8/12 6:55,2002/8/12 6:55,5,train
train_001214,record_001214.npz,AOMH16,2002/8/23 11:19,2002/8/23 11:19,4.7,train
train_001215,record_001215.npz,AOMH16,2002/9/3 7:24,2002/9/3 7:24,4.2,train
train_001216,record_001216.npz,AOMH16,2002/9/16 0:25,2002/9/16 0:26,4.4,train
train_001217,record_001217.npz,AOMH16,2002/10/14 23:13,2002/10/14 23:13,5.9,train
train_001218,record_001218.npz,AOMH16,2002/10/25 5:00,2002/10/25 5:01,4.5,train
train_001219,record_001219.npz,AOMH16,2002/12/18 0:48,2002/12/18 0:48,4.6,train
train_001220,record_001220.npz,AOMH16,2002/12/19 21:19,2002/12/19 21:19,4.7,train
train_001221,record_001221.npz,AOMH16,2003/1/6 13:43,2003/1/6 13:43,4.9,train
train_001222,record_001222.npz,AOMH17,2001/4/3 4:54,2001/4/3 4:54,5.4,train
train_001223,record_001223.npz,AOMH17,2001/5/25 8:39,2001/5/25 8:39,4.6,train
train_001224,record_001224.npz,AOMH17,2001/7/18 7:47,2001/7/18 7:48,4.3,train
train_001225,record_001225.npz,AOMH17,2001/8/14 5:11,2001/8/14 5:11,6.2,train
train_001226,record_001226.npz,AOMH17,2001/8/24 18:48,2001/8/24 18:48,5.2,train
train_001227,record_001227.npz,AOMH17,2001/9/17 20:39,2001/9/17 20:40,4.1,train
train_001228,record_001228.npz,AOMH17,2001/11/13 16:45,2001/11/13 16:45,4.7,train
train_001229,record_001229.npz,AOMH17,2001/12/2 22:02,2001/12/2 22:02,6.4,train
train_001230,record_001230.npz,AOMH17,2002/3/2 20:39,2002/3/2 20:38,4.8,train
train_001231,record_001231.npz,AOMH17,2002/3/7 4:19,2002/3/7 4:19,4.7,train
train_001232,record_001232.npz,AOMH17,2002/4/4 8:42,2002/4/4 8:42,5.3,train
train_001233,record_001233.npz,AOMH17,2002/4/11 21:04,2002/4/11 21:04,4.7,train
train_001234,record_001234.npz,AOMH17,2002/4/21 6:30,2002/4/21 6:31,4.7,train
train_001235,record_001235.npz,AOMH17,2002/5/12 10:29,2002/5/12 10:30,5.1,train
train_001236,record_001236.npz,AOMH17,2002/5/30 14:08,2002/5/30 14:08,4.6,train
train_001237,record_001237.npz,AOMH17,2002/6/21 23:15,2002/6/21 23:15,4.8,train
train_001238,record_001238.npz,AOMH17,2002/7/1 15:48,2002/7/1 15:48,4.3,train
train_001239,record_001239.npz,AOMH17,2002/7/3 18:57,2002/7/3 18:58,4.4,train
train_001240,record_001240.npz,AOMH17,2002/7/10 23:48,2002/7/10 23:49,4.8,train
train_001241,record_001241.npz,AOMH17,2002/7/12 22:35,2002/7/12 22:35,4.4,train
train_001242,record_001242.npz,AOMH17,2002/7/30 1:19,2002/7/30 1:19,4.1,train
train_001243,record_001243.npz,AOMH17,2002/8/5 5:57,2002/8/5 5:58,4.2,train
train_001244,record_001244.npz,AOMH17,2002/8/12 6:55,2002/8/12 6:55,5,train
train_001245,record_001245.npz,AOMH17,2002/8/23 11:19,2002/8/23 11:19,4.7,train
train_001246,record_001246.npz,AOMH17,2002/9/3 7:24,2002/9/3 7:24,4.2,train
train_001247,record_001247.npz,AOMH17,2002/9/16 0:25,2002/9/16 0:26,4.4,train
train_001248,record_001248.npz,AOMH17,2002/10/14 2:07,2002/10/14 2:07,4.1,train
train_001249,record_001249.npz,AOMH17,2002/10/14 23:13,2002/10/14 23:13,5.9,train
train_001250,record_001250.npz,AOMH18,2001/4/3 4:54,2001/4/3 4:54,5.4,train
train_001251,record_001251.npz,AOMH18,2001/8/14 5:11,2001/8/14 5:11,6.2,train
train_001252,record_001252.npz,AOMH18,2001/12/2 22:02,2001/12/2 22:02,6.4,train
train_001253,record_001253.npz,AOMH18,2002/3/7 4:19,2002/3/7 4:19,4.7,train
train_001254,record_001254.npz,AOMH18,2002/4/4 8:42,2002/4/4 8:42,5.3,train
train_001255,record_001255.npz,AOMH18,2002/9/16 0:25,2002/9/16 0:26,4.4,train
train_001256,record_001256.npz,AOMH18,2002/10/14 23:13,2002/10/14 23:13,5.9,train
train_001257,record_001257.npz,AOMH18,2002/10/25 5:00,2002/10/25 5:01,4.5,train
train_001258,record_001258.npz,AOMH18,2003/4/17 3:00,2003/4/17 3:00,5.4,train
train_001259,record_001259.npz,AOMH18,2003/5/26 18:24,2003/5/26 18:25,7,train
train_001260,record_001260.npz,AOMH18,2004/2/4 15:08,2004/2/4 15:08,5.3,train
train_001261,record_001261.npz,AOMH18,2004/7/9 19:54,2004/7/9 19:54,4.4,train
train_001262,record_001262.npz,AOMH18,2004/8/10 15:13,2004/8/10 15:13,5.8,train
train_001263,record_001263.npz,AOMH18,2005/2/26 21:37,2005/2/26 21:38,5.7,train
train_001264,record_001264.npz,AOMH18,2008/1/11 8:00,2008/1/11 8:00,4.7,train
train_001265,record_001265.npz,AOMH18,2008/3/29 8:03,2008/3/29 8:03,4.6,train
train_001266,record_001266.npz,AOMH18,2008/4/29 14:26,2008/4/29 14:26,5.7,train
train_001267,record_001267.npz,AOMH18,2008/5/31 23:28,2008/5/31 23:28,5,train
train_001268,record_001268.npz,AOMH18,2008/6/14 8:43,2008/6/14 8:43,7.2,train
train_001269,record_001269.npz,AOMH18,2008/6/14 8:49,2008/6/14 8:49,4.5,train
train_001270,record_001270.npz,AOMH18,2008/6/14 9:07,2008/6/14 9:07,4.8,train
train_001271,record_001271.npz,AOMH18,2008/6/14 9:20,2008/6/14 9:20,5.7,train
train_001272,record_001272.npz,AOMH18,2008/6/14 9:52,2008/6/14 9:53,4.6,train
train_001273,record_001273.npz,AOMH18,2008/6/14 10:00,2008/6/14 10:00,4.5,train
train_001274,record_001274.npz,AOMH18,2008/6/14 12:27,2008/6/14 12:27,5.2,train
train_001275,record_001275.npz,CHBH14,2003/7/17 11:53,2003/7/17 11:53,4.1,train
train_001276,record_001276.npz,CHBH14,2003/11/23 7:00,2003/11/23 7:00,5.1,train
train_001277,record_001277.npz,CHBH14,2005/4/11 7:22,2005/4/11 7:22,6.1,train
train_001278,record_001278.npz,CHBH14,2005/5/19 10:14,2005/5/19 10:14,5.4,train
train_001279,record_001279.npz,CHBH14,2005/6/20 1:15,2005/6/20 1:15,5.6,train
train_001280,record_001280.npz,CHBH14,2005/9/9 16:15,2005/9/9 16:15,5,train
train_001281,record_001281.npz,CHBH14,2005/10/19 20:44,2005/10/19 20:44,6.3,train
train_001282,record_001282.npz,CHBH14,2006/9/7 3:06,2006/9/7 3:06,5.1,train
train_001283,record_001283.npz,CHBH14,2008/5/8 1:02,2008/5/8 1:02,6.4,train
train_001284,record_001284.npz,CHBH14,2008/5/8 1:45,2008/5/8 1:45,7,train
train_001285,record_001285.npz,CHBH14,2009/6/6 14:52,2009/6/6 14:52,5.9,train
train_001286,record_001286.npz,CHBH14,2010/7/23 6:06,2010/7/23 6:06,4.9,train
train_001287,record_001287.npz,CHBH14,2011/3/11 15:15,2011/3/11 15:12,7.7,train
train_001288,record_001288.npz,CHBH14,2011/3/13 10:26,2011/3/13 10:26,6.4,train
train_001289,record_001289.npz,CHBH14,2011/3/14 10:02,2011/3/14 10:02,6.2,train
train_001290,record_001290.npz,CHBH16,2005/7/23 16:35,2005/7/23 16:35,6,train
train_001291,record_001291.npz,CHBH16,2006/10/14 6:38,2006/10/14 6:38,5.1,train
train_001292,record_001292.npz,CHBH16,2008/2/10 9:37,2008/2/10 9:37,5,train
train_001293,record_001293.npz,CHBH16,2008/2/10 23:57,2008/2/10 23:57,4.2,train
train_001294,record_001294.npz,CHBH16,2008/4/1 23:29,2008/4/1 23:29,4.7,train
train_001295,record_001295.npz,CHBH16,2008/4/4 19:02,2008/4/4 19:02,5,train
train_001296,record_001296.npz,CHBH16,2008/4/6 21:55,2008/4/6 21:56,4.3,train
train_001297,record_001297.npz,CHBH16,2008/4/23 10:27,2008/4/23 10:28,5.3,train
train_001298,record_001298.npz,CHBH16,2008/4/25 18:52,2008/4/25 18:53,4.8,train
train_001299,record_001299.npz,CHBH16,2008/5/1 7:34,2008/5/1 7:34,4.6,train
train_001300,record_001300.npz,CHBH16,2008/5/8 1:45,2008/5/8 1:45,7,train
train_001301,record_001301.npz,CHBH16,2008/5/9 7:43,2008/5/9 7:43,4.6,train
train_001302,record_001302.npz,CHBH16,2008/6/22 12:48,2008/6/22 12:48,4.3,train
train_001303,record_001303.npz,CHBH16,2008/8/8 12:57,2008/8/8 12:57,4.6,train
train_001304,record_001304.npz,CHBH16,2008/8/20 15:13,2008/8/20 15:13,4.6,train
train_001305,record_001305.npz,CHBH16,2008/8/22 19:59,2008/8/22 20:00,5.2,train
train_001306,record_001306.npz,CHBH16,2008/9/6 16:29,2008/9/6 16:29,4.7,train
train_001307,record_001307.npz,CHBH16,2008/9/21 7:17,2008/9/21 7:17,4.8,train
train_001308,record_001308.npz,CHBH16,2008/10/8 15:07,2008/10/8 15:08,4.7,train
train_001309,record_001309.npz,CHBH16,2008/10/14 12:37,2008/10/14 12:38,4.3,train
train_001310,record_001310.npz,CHBH16,2008/10/16 9:23,2008/10/16 9:23,4.2,train
train_001311,record_001311.npz,CHBH16,2009/1/22 21:21,2009/1/22 21:21,4.7,train
train_001312,record_001312.npz,CHBH16,2009/2/17 4:54,2009/2/17 4:54,4.6,train
train_001313,record_001313.npz,CHBH16,2009/2/20 18:17,2009/2/20 18:17,4.4,train
train_001314,record_001314.npz,CHBH16,2009/6/6 14:52,2009/6/6 14:53,5.9,train
train_001315,record_001315.npz,CHBH16,2009/8/11 5:07,2009/8/11 5:07,6.5,train
train_001316,record_001316.npz,CHBH16,2009/8/21 8:51,2009/8/21 8:51,4.2,train
train_001317,record_001317.npz,CHBH16,2009/9/1 21:02,2009/9/1 21:02,4.9,train
train_001318,record_001318.npz,CHBH17,2004/7/17 15:10,2004/7/17 15:10,5.5,train
train_001319,record_001319.npz,CHBH17,2004/7/18 15:00,2004/7/18 15:00,4.4,train
train_001320,record_001320.npz,CHBH17,2004/8/6 3:23,2004/8/6 3:23,4.6,train
train_001321,record_001321.npz,CHBH17,2004/8/21 5:33,2004/8/21 5:33,5.4,train
train_001322,record_001322.npz,CHBH17,2004/10/6 23:40,2004/10/6 23:40,5.7,train
train_001323,record_001323.npz,CHBH17,2005/2/16 4:46,2005/2/16 4:46,5.4,train
train_001324,record_001324.npz,CHBH17,2005/4/11 7:22,2005/4/11 7:22,6.1,train
train_001325,record_001325.npz,CHBH17,2005/4/11 15:35,2005/4/11 15:35,4.4,train
train_001326,record_001326.npz,CHBH17,2005/4/17 20:09,2005/4/17 20:09,4.4,train
train_001327,record_001327.npz,CHBH17,2005/5/14 15:31,2005/5/14 15:31,4.1,train
train_001328,record_001328.npz,CHBH17,2005/5/19 10:14,2005/5/19 10:14,5.4,train
train_001329,record_001329.npz,CHBH17,2005/5/21 21:37,2005/5/21 21:38,4.3,train
train_001330,record_001330.npz,CHBH17,2005/5/30 7:34,2005/5/30 7:34,4.7,train
train_001331,record_001331.npz,CHBH17,2005/6/1 20:44,2005/6/1 20:44,4.3,train
train_001332,record_001332.npz,CHBH17,2005/6/9 9:28,2005/6/9 9:29,4.5,train
train_001333,record_001333.npz,CHBH17,2005/6/20 1:15,2005/6/20 1:15,5.6,train
train_001334,record_001334.npz,CHBH17,2005/7/23 16:35,2005/7/23 16:35,6,train
train_001335,record_001335.npz,CHBH17,2006/4/11 17:46,2006/4/11 17:46,5,train
train_001336,record_001336.npz,CHBH17,2006/5/20 13:58,2006/5/20 13:58,4.7,train
train_001337,record_001337.npz,CHBH17,2006/9/7 10:57,2006/9/7 10:57,4.6,train
train_001338,record_001338.npz,CHBH17,2006/10/14 6:38,2006/10/14 6:38,5.1,train
train_001339,record_001339.npz,CHBH17,2006/10/18 7:53,2006/10/18 7:53,4.2,train
train_001340,record_001340.npz,CHBH17,2006/10/27 17:37,2006/10/27 17:38,4.1,train
train_001341,record_001341.npz,CHBH17,2006/12/4 6:08,2006/12/4 6:08,4.5,train
train_001342,record_001342.npz,CHBH17,2006/12/31 8:30,2006/12/31 8:30,4.9,train
train_001343,record_001343.npz,EHMH01,2000/6/2 21:26,2000/6/2 21:26,4.2,train
train_001344,record_001344.npz,EHMH01,2000/6/8 9:32,2000/6/8 9:33,4.8,train
train_001345,record_001345.npz,EHMH01,2001/3/24 15:28,2001/3/24 15:28,6.4,train
train_001346,record_001346.npz,EHMH01,2001/4/25 23:40,2001/4/25 23:40,5.6,train
train_001347,record_001347.npz,EHMH01,2002/3/25 22:58,2002/3/25 22:58,4.7,train
train_001348,record_001348.npz,EHMH01,2002/4/6 1:57,2002/4/6 1:57,4.5,train
train_001349,record_001349.npz,EHMH01,2002/10/13 19:06,2002/10/13 19:06,4.7,train
train_001350,record_001350.npz,EHMH01,2002/11/4 13:36,2002/11/4 13:36,5.7,train
train_001351,record_001351.npz,EHMH01,2006/3/27 11:50,2006/3/27 11:50,5.5,train
train_001352,record_001352.npz,EHMH01,2006/6/12 5:01,2006/6/12 5:01,6.2,train
train_001353,record_001353.npz,EHMH01,2006/9/26 7:03,2006/9/26 7:04,5.3,train
train_001354,record_001354.npz,EHMH01,2008/3/8 3:52,2008/3/8 3:52,4.1,train
train_001355,record_001355.npz,EHMH01,2008/3/10 10:44,2008/3/10 10:45,5.1,train
train_001356,record_001356.npz,EHMH01,2008/5/1 5:51,2008/5/1 5:52,4.1,train
train_001357,record_001357.npz,EHMH01,2009/1/25 2:33,2009/1/25 2:33,4.4,train
train_001358,record_001358.npz,EHMH01,2009/4/5 18:36,2009/4/5 18:36,5.6,train
train_001359,record_001359.npz,EHMH01,2009/6/14 19:17,2009/6/14 19:18,4.2,train
train_001360,record_001360.npz,EHMH01,2009/7/18 5:16,2009/7/18 5:16,4.3,train
train_001361,record_001361.npz,EHMH01,2009/7/22 23:51,2009/7/22 23:51,4.6,train
train_001362,record_001362.npz,EHMH01,2009/8/5 12:51,2009/8/5 12:51,5,train
train_001363,record_001363.npz,EHMH01,2009/10/29 2:37,2009/10/29 2:37,4.7,train
train_001364,record_001364.npz,EHMH01,2009/12/16 14:12,2009/12/16 14:13,4.6,train
train_001365,record_001365.npz,EHMH01,2010/2/21 11:49,2010/2/21 11:49,4.5,train
train_001366,record_001366.npz,EHMH01,2010/4/17 5:35,2010/4/17 5:35,4.3,train
train_001367,record_001367.npz,EHMH01,2010/5/13 20:01,2010/5/13 20:01,4.7,train
train_001368,record_001368.npz,EHMH01,2010/7/23 14:25,2010/7/23 14:25,4.4,train
train_001369,record_001369.npz,EHMH01,2010/8/10 21:24,2010/8/10 21:24,4.4,train
train_001370,record_001370.npz,EHMH01,2010/10/6 13:51,2010/10/6 13:52,4.5,train
train_001371,record_001371.npz,EHMH01,2010/12/7 9:36,2010/12/7 9:36,4.1,train
train_001372,record_001372.npz,EHMH01,2011/2/28 9:04,2011/2/28 9:04,4.6,train
train_001373,record_001373.npz,EHMH02,2000/1/13 8:02,2000/1/13 8:02,4.2,train
train_001374,record_001374.npz,EHMH02,2000/7/26 16:24,2000/7/26 16:24,4.1,train
train_001375,record_001375.npz,EHMH02,2000/10/3 13:18,2000/10/3 13:18,4.2,train
train_001376,record_001376.npz,EHMH02,2000/10/8 13:17,2000/10/8 13:18,5.5,train
train_001377,record_001377.npz,EHMH02,2000/10/8 20:51,2000/10/8 20:52,5,train
train_001378,record_001378.npz,EHMH02,2001/1/9 13:37,2001/1/9 13:38,4.6,train
train_001379,record_001379.npz,EHMH02,2001/3/24 15:28,2001/3/24 15:28,6.4,train
train_001380,record_001380.npz,EHMH02,2001/3/24 15:48,2001/3/24 15:48,4.2,train
train_001381,record_001381.npz,EHMH02,2001/3/24 16:25,2001/3/24 16:25,4.2,train
train_001382,record_001382.npz,EHMH02,2001/3/24 17:02,2001/3/24 17:02,4.2,train
train_001383,record_001383.npz,EHMH02,2001/3/24 22:37,2001/3/24 22:37,4.1,train
train_001384,record_001384.npz,EHMH02,2001/3/25 19:19,2001/3/25 19:19,4.4,train
train_001385,record_001385.npz,EHMH02,2001/3/26 5:41,2001/3/26 5:41,5,train
train_001386,record_001386.npz,EHMH02,2001/4/3 21:14,2001/4/3 21:15,4.4,train
train_001387,record_001387.npz,EHMH02,2001/4/25 23:40,2001/4/25 23:40,5.6,train
train_001388,record_001388.npz,EHMH02,2001/5/9 19:48,2001/5/9 19:49,4.1,train
train_001389,record_001389.npz,EHMH02,2001/5/16 1:18,2001/5/16 1:18,4.2,train
train_001390,record_001390.npz,EHMH02,2001/8/24 21:44,2001/8/24 21:44,4.3,train
train_001391,record_001391.npz,EHMH02,2002/3/25 22:58,2002/3/25 22:58,4.7,train
train_001392,record_001392.npz,EHMH02,2002/4/6 1:57,2002/4/6 1:57,4.5,train
train_001393,record_001393.npz,EHMH02,2002/9/16 10:10,2002/9/16 10:11,5.3,train
train_001394,record_001394.npz,EHMH02,2002/9/25 14:45,2002/9/25 14:45,4.5,train
train_001395,record_001395.npz,EHMH02,2002/10/13 19:06,2002/10/13 19:06,4.7,train
train_001396,record_001396.npz,EHMH02,2002/10/13 20:17,2002/10/13 20:18,4.2,train
train_001397,record_001397.npz,EHMH02,2003/8/14 23:46,2003/8/14 23:46,4.6,train
train_001398,record_001398.npz,EHMH02,2004/9/21 10:13,2004/9/21 10:13,4.2,train
train_001399,record_001399.npz,EHMH02,2006/5/8 12:45,2006/5/8 12:45,4.2,train
train_001400,record_001400.npz,EHMH02,2006/5/28 20:36,2006/5/28 20:37,4.3,train
train_001401,record_001401.npz,EHMH02,2006/9/26 7:03,2006/9/26 7:04,5.3,train
train_001402,record_001402.npz,EHMH02,2008/3/8 3:52,2008/3/8 3:52,4.1,train
train_001403,record_001403.npz,EHMH03,2000/7/26 16:24,2000/7/26 16:24,4.1,train
train_001404,record_001404.npz,EHMH03,2000/10/6 13:30,2000/10/6 13:30,7.3,train
train_001405,record_001405.npz,EHMH03,2001/3/24 15:28,2001/3/24 15:28,6.4,train
train_001406,record_001406.npz,EHMH03,2003/8/14 23:46,2003/8/14 23:46,4.6,train
train_001407,record_001407.npz,EHMH03,2005/5/27 3:17,2005/5/27 3:17,4.7,train
train_001408,record_001408.npz,EHMH03,2007/4/26 9:03,2007/4/26 9:03,5.3,train
train_001409,record_001409.npz,EHMH03,2008/3/8 3:52,2008/3/8 3:52,4.1,train
train_001410,record_001410.npz,EHMH03,2009/7/22 23:51,2009/7/22 23:51,4.6,train
train_001411,record_001411.npz,EHMH03,2009/12/16 14:12,2009/12/16 14:13,4.6,train
train_001412,record_001412.npz,EHMH03,2010/10/6 13:51,2010/10/6 13:51,4.5,train
train_001413,record_001413.npz,EHMH03,2011/1/16 20:33,2011/1/16 20:33,4.5,train
train_001414,record_001414.npz,EHMH03,2011/2/21 15:46,2011/2/21 15:46,4.8,train
train_001415,record_001415.npz,EHMH04,2000/1/13 8:02,2000/1/13 8:02,4.2,train
train_001416,record_001416.npz,EHMH04,2000/10/3 13:18,2000/10/3 13:18,4.2,train
train_001417,record_001417.npz,EHMH04,2000/10/6 13:30,2000/10/6 13:30,7.3,train
train_001418,record_001418.npz,EHMH04,2000/10/6 14:52,2000/10/6 14:53,4.4,train
train_001419,record_001419.npz,EHMH04,2000/10/8 13:17,2000/10/8 13:18,5.5,train
train_001420,record_001420.npz,EHMH04,2001/1/9 13:37,2001/1/9 13:38,4.6,train
train_001421,record_001421.npz,EHMH04,2001/2/11 9:17,2001/2/11 9:18,4.3,train
train_001422,record_001422.npz,EHMH04,2001/3/24 15:28,2001/3/24 15:28,6.4,train
train_001423,record_001423.npz,EHMH04,2001/3/25 19:19,2001/3/25 19:19,4.4,train
train_001424,record_001424.npz,EHMH04,2001/3/26 5:41,2001/3/26 5:41,5,train
train_001425,record_001425.npz,EHMH04,2002/3/25 22:58,2002/3/25 22:58,4.7,train
train_001426,record_001426.npz,EHMH04,2002/10/13 19:06,2002/10/13 19:06,4.7,train
train_001427,record_001427.npz,EHMH04,2004/4/20 22:26,2004/4/20 22:26,4.6,train
train_001428,record_001428.npz,EHMH04,2004/9/21 10:13,2004/9/21 10:13,4.2,train
train_001429,record_001429.npz,EHMH04,2005/1/2 12:30,2005/1/2 12:30,4.2,train
train_001430,record_001430.npz,EHMH04,2005/5/27 3:17,2005/5/27 3:17,4.7,train
train_001431,record_001431.npz,EHMH04,2008/3/8 3:52,2008/3/8 3:52,4.1,train
train_001432,record_001432.npz,EHMH05,2000/1/13 8:02,2000/1/13 8:02,4.2,train
train_001433,record_001433.npz,EHMH05,2000/9/7 14:51,2000/9/7 14:51,4.3,train
train_001434,record_001434.npz,EHMH05,2000/10/3 13:18,2000/10/3 13:18,4.2,train
train_001435,record_001435.npz,EHMH05,2000/10/6 13:30,2000/10/6 13:30,7.3,train
train_001436,record_001436.npz,EHMH05,2000/12/1 3:46,2000/12/1 3:47,4.1,train
train_001437,record_001437.npz,EHMH05,2001/1/9 13:37,2001/1/9 13:38,4.6,train
train_001438,record_001438.npz,EHMH05,2001/1/25 19:45,2001/1/25 19:46,4.4,train
train_001439,record_001439.npz,EHMH05,2001/3/24 15:28,2001/3/24 15:28,6.4,train
train_001440,record_001440.npz,EHMH05,2001/3/26 5:41,2001/3/26 5:41,5,train
train_001441,record_001441.npz,EHMH05,2002/3/25 22:58,2002/3/25 22:58,4.7,train
train_001442,record_001442.npz,EHMH05,2002/4/6 1:57,2002/4/6 1:57,4.5,train
train_001443,record_001443.npz,EHMH05,2002/5/6 18:45,2002/5/6 18:45,4.3,train
train_001444,record_001444.npz,EHMH05,2002/9/25 14:45,2002/9/25 14:45,4.5,train
train_001445,record_001445.npz,EHMH05,2002/10/13 19:06,2002/10/13 19:06,4.7,train
train_001446,record_001446.npz,EHMH05,2002/10/13 20:17,2002/10/13 20:18,4.2,train
train_001447,record_001447.npz,EHMH05,2006/9/26 7:03,2006/9/26 7:04,5.3,train
train_001448,record_001448.npz,EHMH05,2006/11/19 13:29,2006/11/19 13:29,4.2,train
train_001449,record_001449.npz,EHMH05,2007/4/26 9:03,2007/4/26 9:03,5.3,train
train_001450,record_001450.npz,EHMH05,2008/3/8 3:52,2008/3/8 3:52,4.1,train
train_001451,record_001451.npz,EHMH05,2009/1/25 2:33,2009/1/25 2:33,4.4,train
train_001452,record_001452.npz,EHMH05,2009/6/14 19:17,2009/6/14 19:18,4.2,train
train_001453,record_001453.npz,EHMH05,2009/6/25 23:04,2009/6/25 23:04,4.7,train
train_001454,record_001454.npz,EHMH05,2009/7/18 5:16,2009/7/18 5:16,4.3,train
train_001455,record_001455.npz,EHMH05,2009/7/22 23:51,2009/7/22 23:51,4.6,train
