record_id,waveform_file,log_A,valid_len,station_code,origin_time,record_time,mag,eq_lat,eq_lon,depth_km,sta_lat,sta_lon,sta_height_m,epi_dist_km,hypo_dist_km,sampling_hz,original_hz,n_samples,duration_s,pga_ud2_gal,pga_ns1_gal,pga_ew1_gal,scale_ud2,scale_ns1,scale_ew1,npz_path,p_time_s,p_sample,snr_db,cluster,vs30,f0hv,af,prob_cluster0,prob_cluster1,prob_cluster2,max_prob,is_boundary,split
train_0055,record_0055.npz,-1.6461220021623657,600,IBRH13,2004/08/19 20:40:00,2004/08/19 20:40:59,5.0,37.081,141.46,73,36.7955,140.575,505.0,84.82,111.908,100,200,12000,120.0,18.142223,3.887177,3.849745,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\IBRH130408192040.npz,14.22,1422.0,9.55,1,335.0,2.7938,0.5689,0.0186588523529611,0.6425807220315248,0.3387604256155141,0.6425807220315248,True,train
train_0056,record_0056.npz,-2.690521141910725,600,SZOH35,2008/07/23 04:16:00,2008/07/23 04:17:28,4.4,34.363,140.05,24,34.9467,139.0855,140.0,109.523,112.122,100,100,12000,120.0,15.803744,48.120024,6.834129,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\SZOH350807230416.npz,2.72,272.0,27.59,2,158.0,2.1542,1.1741,0.0384987970751549,0.3585616655843965,0.6029395373404484,0.6029395373404484,True,train
train_0057,record_0057.npz,-0.0032051125959878,600,AICH12,2004/09/05 23:57:00,2004/09/05 23:57:49,7.4,33.146,137.139,44,34.7884,137.1057,10.0,182.652,187.877,100,200,18600,186.0,34.474373,20.858526,16.645193,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\AICH120409052357.npz,10.0,1000.0,16.28,2,163.0,1.4154,1.5657,0.0033565923735182,0.0117572513501223,0.9848861562763596,0.9848861562763596,False,train
train_0058,record_0058.npz,-1.5911464550873995,600,MIEH03,2001/08/25 22:21:00,2001/08/25 22:21:54,5.1,35.15,135.657,10,34.547,136.3692,280.0,93.378,93.912,100,200,12000,120.0,12.857437,5.893946,3.769875,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\MIEH030108252221.npz,2.83,283.0,50.71,1,435.0,9.3691,0.5689,0.2517173310717106,0.7482826680519392,8.763501606221865e-10,0.7482826680519392,False,train
train_0059,record_0059.npz,-2.509736329100833,600,IBUH01,2008/03/03 17:06:00,2008/03/03 17:06:57,4.3,42.737,143.253,83,42.8739,141.8191,60.0,117.962,144.236,100,100,12000,120.0,16.611147,40.389163,29.362025,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\IBUH010803031706.npz,6.66,666.0,12.26,1,307.0,4.6993,1.3497,0.1276928681112556,0.7618081064384676,0.1104990254502764,0.7618081064384676,False,train
train_0060,record_0060.npz,-1.7286144484141626,600,MYZH15,2009/10/29 02:37:00,2009/10/29 02:37:17,4.7,32.322,132.098,26,32.3654,131.5893,170.0,48.032,54.618,100,100,12000,120.0,30.687647,50.065485,54.353314,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\MYZH150910290237.npz,15.61,1561.0,17.93,1,446.0,4.6063,0.6689,0.0445069462143922,0.949318427021068,0.0061746267645399,0.949318427021068,False,train
train_0061,record_0061.npz,-2.1089142219463186,600,IWTH25,2003/05/26 22:34:00,2003/05/26 22:34:33,4.8,38.888,141.596,76,39.0092,140.8638,386.0,64.737,99.834,100,200,12000,120.0,11.663914,5.971432,3.74651,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\IWTH250305262234.npz,4.32,432.0,15.1,1,506.0,2.2874,0.9994,0.1059264275717148,0.8800215013289472,0.0140520710993379,0.8800215013289472,False,train
train_0062,record_0062.npz,-1.084162043359696,600,AICH22,2011/03/15 22:31:00,2011/03/15 22:32:08,6.4,35.308,138.713,14,34.7853,137.4393,30.0,129.7,130.453,100,100,12000,120.0,13.845269,15.608001,34.953498,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\AICH221103152231.npz,14.81,1481.0,11.54,1,405.0,2.2874,0.9503,0.0268642192038969,0.8773808376657465,0.0957549431303566,0.8773808376657465,False,train
train_0063,record_0063.npz,-2.223935424713183,600,EHMH04,2000/10/03 13:18:00,2000/10/03 13:18:51,4.2,33.878,132.807,46,33.9023,133.0658,15.0,24.041,51.903,100,200,11900,119.0,10.671616,6.66523,5.124569,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\EHMH040010031318.npz,9.46,946.0,23.77,1,254.0,4.7465,1.307,0.1451314141123058,0.779242928319639,0.075625657568055,0.779242928319639,False,train
train_0064,record_0064.npz,-1.128556421069413,600,NIGH15,2007/07/16 15:37:00,2007/07/16 15:37:51,5.8,37.503,138.643,23,37.0533,138.9951,358.0,58.915,63.245,100,200,12000,120.0,15.305042,5.456924,6.498337,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\NIGH150707161537.npz,14.35,1435.0,9.1,0,686.0,2.4047,0.6689,0.8520385408665445,0.147947697464567,1.3761668888117692e-05,0.8520385408665445,False,train
train_0065,record_0065.npz,-1.8569180744494145,600,TKCH11,2008/01/02 01:20:00,2008/01/02 01:20:19,4.2,42.345,143.067,51,42.8742,142.883,419.0,60.74,79.312,100,100,6000,60.0,27.552689,40.879936,96.009909,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\TKCH110801020120.npz,15.25,1525.0,17.79,1,459.0,2.8219,0.5689,0.0404273945060372,0.8907904429398787,0.0687821625540841,0.8907904429398787,False,train
train_0066,record_0066.npz,-1.0673635763872522,600,IWTH08,2008/06/14 08:49:00,2008/06/14 08:49:33,4.5,39.113,140.942,11,40.2686,141.7831,175.0,147.276,147.686,100,100,12000,120.0,24.126152,25.134232,49.960183,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\IWTH080806140849.npz,13.22,1322.0,10.21,1,305.0,2.6843,0.9678,0.0196806086257327,0.7491926229839305,0.2311267683903365,0.7491926229839305,False,train
train_0067,record_0067.npz,-1.3218793779554097,600,IWTH21,2001/11/13 16:45:00,2001/11/13 16:45:14,4.7,39.336,142.068,48,39.4734,141.9336,13.0,19.151,51.679,100,200,12000,120.0,15.854597,4.782915,7.594109,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\IWTH210111131645.npz,14.34,1434.0,50.46,0,521.0,5.9741,1.3258,0.5386753805319748,0.4609099419879076,0.0004146774801172,0.5386753805319748,True,train
train_0068,record_0068.npz,-0.8557566274273581,600,SOYH01,2006/08/18 00:20:00,2006/08/18 00:20:59,5.9,46.725,141.857,48,45.3346,142.1185,20.0,155.918,163.139,100,200,19200,192.0,8.226871,4.225731,3.906965,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\SOYH010608180020.npz,14.09,1409.0,8.65,1,313.0,4.2098,1.0419,0.0430601684524328,0.9128858731993928,0.0440539583481744,0.9128858731993928,False,train
train_0069,record_0069.npz,-1.4288102447329485,600,AOMH06,2008/06/26 08:37:00,2008/06/26 08:37:29,5.4,41.825,142.672,55,40.9664,141.3738,5.0,144.362,154.484,100,100,12000,120.0,24.46474,35.59055,27.587143,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\AOMH060806260837.npz,7.42,742.0,11.74,1,434.0,6.1559,1.1671,0.1649134049015403,0.8347008029719168,0.0003857921265429,0.8347008029719168,False,train
train_0070,record_0070.npz,-2.5450507725731257,600,IWTH08,2008/06/14 10:00:00,2008/06/14 10:00:43,4.5,39.035,140.903,12,40.2686,141.7831,175.0,156.5,156.959,100,100,12000,120.0,25.055522,25.35913,50.183175,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\IWTH080806141000.npz,14.01,1401.0,14.0,1,305.0,2.6843,0.9678,0.0196806086257327,0.7491926229839305,0.2311267683903365,0.7491926229839305,False,train
train_0071,record_0071.npz,-2.383590544489165,600,MIEH09,2010/11/29 15:52:00,2010/11/29 15:52:52,4.1,33.905,135.423,55,33.7644,135.9969,90.0,55.265,77.969,100,100,12000,120.0,11.924909,57.480917,25.289088,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\MIEH091011291552.npz,16.48,1648.0,9.45,1,608.0,7.8256,0.6689,0.4528158175783384,0.547184136623175,4.5798486609827015e-08,0.547184136623175,True,train
train_0072,record_0072.npz,-1.7126673313014558,600,MYGH04,2002/10/12 19:59:00,2002/10/12 20:00:00,5.6,37.763,142.766,29,38.786,141.3254,35.0,169.566,172.028,100,200,12000,120.0,6.735325,9.977102,10.561705,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\MYGH040210121959.npz,13.56,1356.0,15.32,0,850.0,13.295,0.5689,0.999716016839016,0.0002839831609841,2.5113067048253624e-25,0.999716016839016,False,train
train_0073,record_0073.npz,-1.7012887725071406,600,IWTH12,2002/01/27 16:09:00,2002/01/27 16:09:36,5.3,39.318,142.411,46,40.1533,141.4245,365.0,125.468,133.635,100,200,12000,120.0,14.632702,5.704165,5.175352,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\IWTH120201271609.npz,14.46,1446.0,9.56,1,368.0,2.8789,0.9994,0.0252696381733165,0.8515902201872365,0.1231401416394471,0.8515902201872365,False,train
train_0074,record_0074.npz,-1.3360730308543076,600,IWTH02,2002/05/12 10:29:00,2002/05/12 10:29:55,5.1,39.151,141.154,96,39.825,141.3826,675.0,77.47,123.36,100,200,12000,120.0,37.41169,8.455515,4.293442,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\IWTH020205121029.npz,6.08,608.0,8.21,1,390.0,6.1559,0.8188,0.0630291285176992,0.9367583385422944,0.0002125329400063,0.9367583385422944,False,train
train_0075,record_0075.npz,-2.377305094202053,600,TKSH02,2010/10/06 13:51:00,2010/10/06 13:51:53,4.5,33.527,133.73,7,34.0112,134.0918,190.0,63.382,63.767,100,100,12000,120.0,10.178607,28.782627,47.441042,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\TKSH021010061351.npz,20.72,2072.0,38.48,1,349.0,4.2948,0.9994,0.039404130790213,0.933837420719615,0.0267584484901719,0.933837420719615,False,train
train_0076,record_0076.npz,-0.0426547121458929,600,NIGH17,2007/03/25 09:42:00,2007/03/25 09:42:20,6.9,37.22,136.685,11,36.8569,138.0966,1305.0,131.636,132.095,100,200,29700,297.0,15.853882,9.696245,10.288954,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\NIGH170703250942.npz,14.41,1441.0,8.7,1,383.0,0.58708,1.2758,0.0375976705353936,0.6615796595712437,0.3008226698933629,0.6615796595712437,True,train
train_0077,record_0077.npz,-2.090001923234711,600,ABSH13,2008/01/23 04:34:00,2008/01/23 04:35:25,4.9,42.322,143.06,50,43.7419,143.4514,321.0,161.058,168.641,100,100,6900,69.0,5.050236,3.183352,11.043815,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\ABSH130801230434.npz,2.77,277.0,14.96,1,464.0,0.3819,0.8923,0.0541434312486665,0.9299991104529624,0.0158574582983709,0.9299991104529624,False,train
train_0078,record_0078.npz,-1.72421451337238,600,GIFH25,2005/01/09 18:59:00,2005/01/09 18:59:37,4.7,35.315,136.847,13,35.5214,136.6127,75.0,31.265,33.86,100,200,12000,120.0,16.371489,10.976553,4.941225,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\GIFH250501091859.npz,14.16,1416.0,41.17,1,469.0,7.9838,1.0557,0.2846526206434285,0.7153470548210524,3.245355191294809e-07,0.7153470548210524,False,train
train_0079,record_0079.npz,-0.1890224561861112,600,MYGH02,2005/08/16 11:46:00,2005/08/16 11:46:53,7.2,38.15,142.278,42,38.8587,140.6513,345.0,162.004,167.36,100,200,24800,248.0,18.307924,6.558657,6.609201,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\MYGH020508161146.npz,12.4,1240.0,15.3,1,399.0,5.6261,0.8782,0.0557715068165639,0.9433819705496282,0.0008465226338077,0.9433819705496282,False,train
train_0080,record_0080.npz,-2.460357744264344,600,AOMH17,2002/10/14 02:07:00,2002/10/14 02:07:24,4.1,40.35,142.078,50,40.4492,141.3374,65.0,63.676,80.961,100,200,12000,120.0,8.261919,13.050079,19.642591,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\AOMH170210140207.npz,6.18,618.0,41.8,1,378.0,7.4441,1.1442,0.225569364553426,0.7744235824315157,7.053015058124841e-06,0.7744235824315157,False,train
train_0081,record_0081.npz,-1.6412107364524688,600,HRSH08,2002/03/06 07:12:00,2002/03/06 07:13:10,4.5,35.283,133.33,15,34.3935,132.1611,350.0,145.474,146.245,100,200,12000,120.0,7.23815,4.88162,11.162996,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\HRSH080203060712.npz,15.1,1510.0,11.5,0,781.0,14.405,0.5689,0.9987409854332836,0.0012590145667162,1.9675822675272182e-27,0.9987409854332836,False,train
train_0082,record_0082.npz,-3.044328545726549,600,SZOH37,2009/08/11 06:27:00,2009/08/11 06:27:00,4.4,34.868,138.452,24,35.2028,138.5659,80.0,38.645,45.491,100,100,12000,120.0,25.437307,43.910814,27.633361,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\SZOH370908110627.npz,3.84,384.0,9.14,1,366.0,4.8424,0.8666,0.0398667681485016,0.9532668734343144,0.0068663584171841,0.9532668734343144,False,train
train_0083,record_0083.npz,-1.9645534821217947,600,GIFH20,2008/10/01 09:25:00,2008/10/01 09:25:04,4.4,35.423,136.502,14,35.7991,137.2531,355.0,79.745,80.965,100,100,12000,120.0,25.723169,34.529432,141.411624,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\GIFH200810010925.npz,23.43,2343.0,29.65,0,810.0,12.903,0.8957,0.9996615623074218,0.0003384376925784,9.57966445898524e-24,0.9996615623074218,False,train
train_0084,record_0084.npz,-0.4942481289151588,600,KSRH04,2003/09/26 15:27:00,2003/09/26 15:27:18,6.1,42.188,144.776,27,43.2139,144.6804,30.0,114.342,117.487,100,200,29500,295.0,7.053614,7.178307,8.832216,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\KSRH040309261527.npz,13.66,1366.0,17.2,2,189.0,0.24843,1.3004,0.0101726919033997,0.1865085955520472,0.803318712544553,0.803318712544553,False,train
train_0085,record_0085.npz,-2.2355847193630027,600,HDKH04,2002/09/26 19:12:00,2002/09/26 19:13:17,4.2,42.553,142.316,97,42.5126,142.0381,10.0,23.21,99.738,100,200,12000,120.0,30.555487,8.333206,4.273176,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\HDKH040209261912.npz,3.49,349.0,28.95,2,235.0,1.6281,2.2521,1.0826244953897102e-06,1.9258554688917053e-08,0.99999889811695,0.99999889811695,False,train
train_0086,record_0086.npz,-1.7113901494131003,600,MIEH08,2007/04/15 18:34:00,2007/04/15 18:34:52,4.6,34.793,136.417,17,34.5424,136.5033,35.0,28.962,33.583,100,200,12000,120.0,21.283388,8.901358,8.343697,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\MIEH080704151834.npz,14.4,1440.0,11.85,0,1010.0,8.6489,1.1613,0.999999985552261,1.444773917351748e-08,1.0336969362298496e-21,0.999999985552261,False,train
train_0087,record_0087.npz,-0.5554098796389718,600,GIFH17,2011/03/15 22:31:00,2011/03/15 22:32:18,6.4,35.308,138.713,14,35.9514,136.8732,610.0,181.013,181.554,100,100,12000,120.0,22.072389,105.397485,68.601445,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\GIFH171103152231.npz,13.66,1366.0,11.73,1,429.0,3.7713,0.9994,0.0473158059014259,0.9291001627628418,0.023584031335732,0.9291001627628418,False,train
train_0088,record_0088.npz,-1.232733860518488,600,NGNH03,2011/02/27 05:38:00,2011/02/27 05:38:07,5.5,36.155,137.453,4,35.4786,137.7346,870.0,79.382,79.483,100,100,12000,120.0,17.386151,36.971384,5.451865,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\NGNH031102270538.npz,24.27,2427.0,12.52,1,400.0,5.04,0.5689,0.0438343694745073,0.9489165333369834,0.0072490971885094,0.9489165333369834,False,train
train_0089,record_0089.npz,-2.0390290352625344,600,AICH06,2001/01/06 11:48:00,2001/01/06 11:48:40,4.6,35.378,137.095,48,34.6158,137.0419,5.0,84.891,97.522,100,200,12000,120.0,18.080711,7.6828,6.35767,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\AICH060101061148.npz,2.97,297.0,23.57,2,219.0,1.1134,1.4425,0.0049599213941035,0.0546656942783078,0.9403743843275886,0.9403743843275886,False,train
train_0090,record_0090.npz,-2.296455508474016,600,YMGH12,2009/06/25 23:04:00,2009/06/25 23:04:03,4.7,33.368,130.892,12,34.2176,131.3597,150.0,103.888,104.579,100,100,12000,120.0,25.426508,24.955553,33.052826,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\YMGH120906252304.npz,26.18,2618.0,9.56,0,1138.0,13.032,0.5689,0.999999999760047,2.399528682292369e-10,6.42688455175477e-35,0.999999999760047,False,train
train_0091,record_0091.npz,-0.8008561073719049,600,ISKH06,2007/03/26 07:16:00,2007/03/26 07:16:43,5.3,37.167,136.488,0,37.0533,136.8206,20.0,32.089,32.089,100,200,12000,120.0,19.319534,10.607481,22.000074,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\ISKH060703260716.npz,14.72,1472.0,13.29,1,500.0,0.62339,1.2489,0.222826789659734,0.7555942100122774,0.0215790003279886,0.7555942100122774,False,train
train_0092,record_0092.npz,-1.9612452663332087,600,YMNH10,2009/02/18 06:47:00,2009/02/18 06:47:38,5.2,35.662,136.313,9,35.5351,138.3087,695.0,180.988,181.212,100,100,12000,120.0,7.860581,3.402055,14.175231,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\YMNH100902180647.npz,13.51,1351.0,8.46,0,771.0,5.4598,0.7319,0.9863883816261252,0.0136116130246114,5.349263063104406e-09,0.9863883816261252,False,train
train_0093,record_0093.npz,-2.2109554777514693,600,IBUH01,2003/01/07 03:27:00,2003/01/07 03:27:58,4.6,42.348,143.053,52,42.8739,141.8191,60.0,116.686,127.748,100,200,11900,119.0,9.005308,3.829002,3.248692,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\IBUH010301070327.npz,13.14,1314.0,20.96,1,307.0,4.6993,1.3497,0.1276928681112556,0.7618081064384676,0.1104990254502764,0.7618081064384676,False,train
train_0094,record_0094.npz,-1.658432392914894,600,TCGH12,2002/02/05 19:57:00,2002/02/05 19:57:27,4.4,36.18,140.105,69,36.6959,139.9842,162.0,58.374,90.38,100,200,12000,120.0,8.221149,4.482985,4.148006,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\TCGH120202051957.npz,14.37,1437.0,29.05,1,344.0,6.6685,1.1314,0.1543292021742923,0.8455574202701354,0.0001133775555722,0.8455574202701354,False,train
train_0095,record_0095.npz,-2.2466613971682405,600,HRSH16,2002/10/23 06:22:00,2002/10/23 06:22:40,4.4,35.151,132.674,11,34.6629,132.6689,280.0,54.276,55.379,100,200,12000,120.0,16.977549,7.659435,7.770538,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\HRSH160210230622.npz,14.19,1419.0,47.1,1,455.0,4.7465,0.5689,0.0506645519891703,0.9427846381277292,0.0065508098831003,0.9427846381277292,False,train
train_0096,record_0096.npz,-0.2036822172487011,600,WKYH02,2004/09/05 19:07:00,2004/09/05 19:07:34,6.9,33.031,136.797,38,34.1373,135.5369,400.0,169.579,173.784,100,200,19400,194.0,35.251617,13.665676,15.984058,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\WKYH020409051907.npz,14.43,1443.0,10.16,1,369.0,4.8424,0.5689,0.0413629756516911,0.943652370436623,0.014984653911686,0.943652370436623,False,train
train_0097,record_0097.npz,-2.26025322937076,600,KMMH05,2009/08/03 20:18:00,2009/08/03 20:18:32,4.7,32.317,130.53,7,32.9553,131.2207,693.0,96.023,96.278,100,100,12000,120.0,9.15522,18.091883,11.784739,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\KMMH050908032018.npz,14.53,1453.0,29.46,2,230.0,1.0805,1.2808,0.0095169471685791,0.2043209582950691,0.7861620945363516,0.7861620945363516,False,train
train_0098,record_0098.npz,-1.6934891421477627,600,IWTH04,2002/05/06 17:12:00,2002/05/06 17:12:22,5.0,38.465,142.149,40,39.1809,141.3909,620.0,103.198,110.679,100,200,12000,120.0,17.228842,10.105133,5.928516,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\IWTH040205061712.npz,14.16,1416.0,27.53,1,456.0,3.0569,0.8307,0.0413025332594327,0.9322803181804744,0.0264171485600924,0.9322803181804744,False,train
train_0099,record_0099.npz,-2.070330832160174,600,SMNH12,2002/03/06 07:12:00,2002/03/06 07:12:37,4.5,35.283,133.33,15,35.1634,132.8558,380.0,45.081,47.511,100,200,12000,120.0,10.616779,16.952038,16.141653,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\SMNH120203060712.npz,14.68,1468.0,52.72,1,590.0,8.1452,0.6689,0.4009360676009497,0.599063910872273,2.1526777413222853e-08,0.599063910872273,True,train
